aggregation_level,weighting,pair,seed,task,n_pairs,n_seeds,n_tasks,n_unique_samples,n_repeated_observations,bootstrap_samples,bootstrap_confidence,bootstrap_level,receiver_correct_fused_correct_rate,receiver_correct_fused_correct_rate_ci_low,receiver_correct_fused_correct_rate_ci_high,beneficial_transfer_rate,beneficial_transfer_rate_ci_low,beneficial_transfer_rate_ci_high,harmful_transfer_rate,harmful_transfer_rate_ci_low,harmful_transfer_rate_ci_high,receiver_wrong_fused_wrong_rate,receiver_wrong_fused_wrong_rate_ci_low,receiver_wrong_fused_wrong_rate_ci_high,receiver_accuracy,receiver_accuracy_ci_low,receiver_accuracy_ci_high,fused_accuracy,fused_accuracy_ci_low,fused_accuracy_ci_high,oracle_accuracy,oracle_accuracy_ci_low,oracle_accuracy_ci_high,best_fixed_accuracy,best_fixed_accuracy_ci_low,best_fixed_accuracy_ci_high,oracle_headroom_over_fused,oracle_headroom_over_fused_ci_low,oracle_headroom_over_fused_ci_high,oracle_headroom_over_receiver,oracle_headroom_over_receiver_ci_low,oracle_headroom_over_receiver_ci_high,oracle_headroom_over_best_fixed,oracle_headroom_over_best_fixed_ci_low,oracle_headroom_over_best_fixed_ci_high,fused_minus_receiver,fused_minus_receiver_ci_low,fused_minus_receiver_ci_high,mean_transfer_utility,mean_transfer_utility_ci_low,mean_transfer_utility_ci_high,best_fixed_policy
pair_seed,task_macro,qwen3_1p7b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.314213868132719,0.2973035347864803,0.3315322028211184,0.23059868106908255,0.21550416973169695,0.2462253119878173,0.06846973040639075,0.05965608940854594,0.07753007343167241,0.38671772039180763,0.36907442796856244,0.40415034715500664,0.38268359853910977,0.3650818156594009,0.400748847548621,0.5448125492018016,0.5271201143417605,0.5626975841108831,0.6132822796081923,0.5958496528449934,0.6309255720314374,0.5448125492018016,0.5271201143417605,0.5626975841108831,0.0684697304063907,0.059656089408545984,0.07753007343167237,0.2305986810690825,0.21550416973169695,0.24622531198781736,0.0684697304063907,0.059656089408545984,0.07753007343167237,0.16212895066269178,0.14336164582446093,0.18086687702453313,0.16212895066269178,0.1433616458244609,0.18086687702453313,fused
pair_seed,sample_weighted,qwen3_1p7b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2867171369580179,0.2763936682725395,0.2971782518926359,0.22105987611837577,0.2115622849277357,0.23069511355815553,0.07487955953200275,0.06896077081899518,0.08093599449415002,0.41734342739160357,0.40578114246386787,0.42849277357192017,0.3615966964900207,0.3505849965588438,0.37274604267033723,0.5077770130763937,0.49649002064693737,0.5193392980041294,0.5826565726083964,0.5715072264280798,0.594218857536132,0.5077770130763937,0.49649002064693737,0.5193392980041294,0.07487955953200276,0.06896077081899521,0.08093599449415001,0.22105987611837574,0.2115622849277357,0.23069511355815553,0.07487955953200276,0.06896077081899521,0.08093599449415001,0.14618031658637298,0.13406744666207848,0.15815554026152784,0.14618031658637304,0.13406744666207848,0.15815554026152787,fused
pair_across_seeds,task_macro,qwen3_1p7b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.3119288482799265,0.29178096971104833,0.331957762377345,0.2304778005773011,0.21545835774603056,0.24553430360361522,0.07075475025918326,0.057753871617174504,0.08537069766541484,0.38683860088358907,0.36968043478260865,0.4042553079871462,0.38268359853910977,0.3650818156594009,0.400748847548621,0.5424066488572277,0.5237990237072024,0.5604999537556836,0.6131613991164109,0.5957446920128537,0.6303195652173911,0.5424066488572277,0.5237990237072024,0.5604999537556836,0.07075475025918321,0.057753871617174525,0.08537069766541489,0.2304778005773011,0.21545835774603067,0.24553430360361522,0.07075475025918321,0.057753871617174525,0.08537069766541489,0.1597230503181179,0.13956022042407107,0.17864663771557374,0.15972305031811784,0.13956022042407112,0.1786466377155738,fused
pair_across_seeds,sample_weighted,qwen3_1p7b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.28818536361550817,0.27593255333792155,0.30130763936682725,0.21454462032576277,0.2039917412250516,0.22486808901124108,0.0734113328745125,0.06359256710254646,0.08286304198210598,0.42385868318421654,0.4118375774260151,0.43597270016058726,0.3615966964900207,0.35058499655884373,0.37274604267033723,0.5027299839412709,0.49015714613443445,0.5152110575820142,0.5761413168157834,0.5640272998394128,0.5881624225739849,0.5027299839412709,0.49015714613443445,0.5152110575820142,0.07341133287451251,0.06359256710254646,0.08286304198210592,0.2145446203257627,0.2039917412250516,0.2248680890112411,0.07341133287451251,0.06359256710254646,0.08286304198210592,0.1411332874512502,0.12787336545079148,0.15388965359027296,0.14113328745125026,0.12787336545079148,0.153889653590273,fused
pair_seed_task,single_task,qwen25_0p5b,42,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.33043478260869563,0.3034782608695652,0.35739130434782607,0.20521739130434782,0.1817391304347826,0.22956521739130434,0.07130434782608695,0.057391304347826085,0.08695652173913043,0.39304347826086955,0.36434782608695654,0.42086956521739133,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5356521739130434,0.5069565217391304,0.5643478260869565,0.6069565217391304,0.5791304347826087,0.6356521739130434,0.5356521739130434,0.5069565217391304,0.5643478260869565,0.07130434782608697,0.05739130434782613,0.08695652173913038,0.2052173913043478,0.18173913043478257,0.2295652173913043,0.07130434782608697,0.05739130434782613,0.08695652173913038,0.13391304347826083,0.10347826086956519,0.16434782608695647,0.13391304347826088,0.10347826086956521,0.16434782608695653,fused
pair_seed_task,single_task,qwen25_0p5b,42,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.314,0.274,0.356,0.216,0.18,0.252,0.082,0.058,0.108,0.388,0.346,0.43,0.396,0.354,0.44,0.53,0.486,0.574,0.612,0.57,0.654,0.53,0.486,0.574,0.08199999999999996,0.05800000000000005,0.10799999999999998,0.21599999999999997,0.17999999999999994,0.252,0.08199999999999996,0.05800000000000005,0.10799999999999998,0.134,0.08600000000000008,0.18000000000000005,0.134,0.08600000000000001,0.18,fused
pair_seed_task,single_task,qwen25_0p5b,42,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.2817453250222618,0.2701691896705254,0.2933214603739982,0.15903829029385574,0.14924309884238646,0.16847729296527159,0.06856634016028496,0.06197684772929653,0.07533392698130009,0.4906500445235975,0.4776491540516474,0.5036509349955477,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.44078361531611754,0.42760463045414066,0.4537845057880676,0.5093499554764025,0.4963490650044523,0.5223508459483526,0.44078361531611754,0.42760463045414066,0.4537845057880676,0.06856634016028496,0.061976847729296514,0.07533392698130009,0.15903829029385574,0.1492430988423864,0.16847729296527164,0.06856634016028496,0.061976847729296514,0.07533392698130009,0.09047195013357079,0.0778272484416741,0.10276491540516469,0.09047195013357079,0.07782724844167409,0.10276491540516469,fused
pair_seed,task_macro,qwen25_0p5b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.3087267025436524,0.2922653612864093,0.3261726547678965,0.1934185605327345,0.17833331591105603,0.20781138642611016,0.0739568959954573,0.06439523662033632,0.08382085188483229,0.42389784092815563,0.4061699162440151,0.4415709841650857,0.3826835985391097,0.36508181565940095,0.400748847548621,0.502145263076387,0.48400775613973956,0.5202937337876031,0.5761021590718443,0.5584290158349142,0.5938300837559848,0.502145263076387,0.48400775613973956,0.5202937337876031,0.0739568959954573,0.0643952366203363,0.08382085188483232,0.19341856053273454,0.17833331591105603,0.2078113864261101,0.0739568959954573,0.0643952366203363,0.08382085188483232,0.11946166453727725,0.10017436150580096,0.13836576457986505,0.11946166453727722,0.10017436150580097,0.138365764579865,fused
pair_seed,sample_weighted,qwen25_0p5b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.29167240192704746,0.2814865794907089,0.3021335168616655,0.17026841018582245,0.16159669649002062,0.17880247763248452,0.06992429456297315,0.06414315209910529,0.07598072952512044,0.4681348933241569,0.4568479008947006,0.47955953200275286,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4619408121128699,0.45051617343427386,0.47322780454232616,0.5318651066758431,0.5204404679972471,0.5431520991052994,0.4619408121128699,0.45051617343427386,0.47322780454232616,0.06992429456297317,0.06414315209910526,0.07598072952512042,0.17026841018582245,0.16159669649002056,0.17880247763248452,0.06992429456297317,0.06414315209910526,0.07598072952512042,0.10034411562284928,0.08932897453544392,0.11135581555402613,0.1003441156228493,0.08932897453544392,0.11135581555402614,fused
pair_seed_task,single_task,qwen25_0p5b,43,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.33652173913043476,0.3095652173913043,0.36434782608695654,0.2182608695652174,0.19478260869565217,0.2426086956521739,0.06521739130434782,0.051304347826086956,0.08,0.38,0.3521739130434783,0.40695652173913044,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5547826086956522,0.5269565217391304,0.5834782608695652,0.62,0.5930434782608696,0.6478260869565218,0.5547826086956522,0.5269565217391304,0.5834782608695652,0.06521739130434778,0.05130434782608695,0.07999999999999996,0.2182608695652174,0.19478260869565217,0.2426086956521739,0.06521739130434778,0.05130434782608695,0.07999999999999996,0.15304347826086961,0.1234782608695652,0.1834782608695652,0.15304347826086956,0.12347826086956522,0.1834782608695652,fused
pair_seed_task,single_task,qwen25_0p5b,43,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.318,0.278,0.36,0.176,0.142,0.21,0.078,0.054,0.102,0.428,0.384,0.472,0.396,0.354,0.44,0.494,0.45199999999999996,0.538,0.572,0.528,0.616,0.494,0.45199999999999996,0.538,0.07799999999999996,0.05400000000000005,0.10199999999999998,0.17599999999999993,0.14200000000000002,0.20999999999999996,0.07799999999999996,0.05400000000000005,0.10199999999999998,0.09799999999999998,0.05399999999999994,0.14,0.09799999999999999,0.05399999999999999,0.14,fused
pair_seed_task,single_task,qwen25_0p5b,43,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.2917186108637578,0.28013802315227077,0.30365093499554763,0.1444345503116652,0.13517364203027604,0.1535173642030276,0.05859305431878896,0.05253784505788068,0.06482635796972396,0.5052537845057881,0.4917186108637578,0.5182591273374888,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.43615316117542297,0.42315227070347283,0.4493321460373998,0.49474621549421194,0.48174087266251114,0.5082813891362422,0.43615316117542297,0.42315227070347283,0.4493321460373998,0.05859305431878897,0.05253784505788067,0.06482635796972397,0.1444345503116652,0.13517364203027604,0.15351736420302764,0.05859305431878897,0.05253784505788067,0.06482635796972397,0.08584149599287622,0.07426536064113981,0.09741763134461268,0.08584149599287623,0.0742653606411398,0.09741763134461265,fused
pair_seed,task_macro,qwen25_0p5b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.3154134499980642,0.2985928000825945,0.3329174777704647,0.17956513995896084,0.16552496934969735,0.1937956579813388,0.06727014854104559,0.05805634106366229,0.07688556983752112,0.43775126150192933,0.4198160549511531,0.4555375108082646,0.38268359853910977,0.3650818156594009,0.400748847548621,0.49497858995702504,0.47703363725528153,0.5129713435802135,0.5622487384980707,0.5444624891917353,0.5801839450488468,0.49497858995702504,0.47703363725528153,0.5129713435802135,0.06727014854104563,0.05805634106366224,0.07688556983752115,0.1795651399589609,0.1655249693496974,0.19379565798133885,0.06727014854104563,0.05805634106366224,0.07688556983752115,0.11229499141791527,0.09391857989082036,0.13014296462632438,0.11229499141791525,0.09391857989082039,0.13014296462632438,fused
pair_seed,sample_weighted,qwen25_0p5b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.3006194081211287,0.29029593943565035,0.31121816930488644,0.1582931865106676,0.14989676531314522,0.16655196145905024,0.06097728836889195,0.055471438403303513,0.06662078458362009,0.4801101169993118,0.4686854783207158,0.4916724019270474,0.36159669649002063,0.35058499655884373,0.37274604267033723,0.4589125946317963,0.44748795595320023,0.4701995870612526,0.5198898830006883,0.5083275980729525,0.5313145216792842,0.4589125946317963,0.44748795595320023,0.4701995870612526,0.06097728836889199,0.05547143840330354,0.06662078458362003,0.15829318651066765,0.14989676531314527,0.16655196145905027,0.06097728836889199,0.05547143840330354,0.06662078458362003,0.09731589814177566,0.08685134205092909,0.10777701307639365,0.09731589814177564,0.0868513420509291,0.10777701307639365,fused
pair_seed_task,single_task,qwen25_0p5b,44,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.35304347826086957,0.32608695652173914,0.3808695652173913,0.08695652173913043,0.07130434782608695,0.10347826086956521,0.04869565217391304,0.036521739130434785,0.06173913043478261,0.5113043478260869,0.4826086956521739,0.54,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.44,0.411304347826087,0.46869565217391307,0.48869565217391303,0.45999999999999996,0.5173913043478261,0.44,0.411304347826087,0.46869565217391307,0.04869565217391303,0.03652173913043477,0.06173913043478263,0.08695652173913043,0.07130434782608697,0.10347826086956524,0.04869565217391303,0.03652173913043477,0.06173913043478263,0.038260869565217404,0.017391304347826098,0.06,0.03826086956521739,0.017391304347826084,0.06,fused
pair_seed_task,single_task,qwen25_0p5b,44,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.354,0.312,0.396,0.08,0.056,0.104,0.042,0.026,0.06,0.524,0.48,0.568,0.39599999999999996,0.354,0.44,0.434,0.392,0.478,0.476,0.43200000000000005,0.52,0.434,0.392,0.478,0.04199999999999998,0.026000000000000023,0.06000000000000005,0.08000000000000002,0.055999999999999994,0.10399999999999998,0.04199999999999998,0.026000000000000023,0.06,0.038000000000000034,0.006000000000000005,0.068,0.038,0.005999999999999998,0.068,fused
pair_seed_task,single_task,qwen25_0p5b,44,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.3132680320569902,0.3011576135351736,0.32555654496883346,0.05983971504897596,0.05378450578806768,0.06607301869991095,0.037043633125556544,0.032056990204808546,0.04203027604630454,0.5898486197684772,0.5768477292965272,0.6026714158504007,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.37310774710596617,0.3606411398040962,0.3857569011576135,0.4101513802315227,0.39732858414959926,0.42315227070347283,0.37310774710596617,0.3606411398040962,0.3857569011576135,0.03704363312555653,0.032056990204808566,0.04203027604630455,0.05983971504897595,0.053784505788067705,0.06607301869991095,0.03704363312555653,0.032056990204808566,0.04203027604630455,0.02279608192341942,0.014959928762243946,0.03098842386464823,0.022796081923419413,0.014959928762243987,0.030988423864648257,fused
pair_seed,task_macro,qwen25_0p5b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.3401038367726199,0.32292590176416686,0.357802008724044,0.07559874559603547,0.06585233264934763,0.08537263863615831,0.04257976176648986,0.0353812581465278,0.05027377689160762,0.5417176558648547,0.5235403487036535,0.5598812652444927,0.38268359853910977,0.36508181565940095,0.400748847548621,0.41570258236865537,0.39791122898034503,0.4337047130486404,0.45828234413514524,0.4401187347555074,0.47645965129634643,0.41570258236865537,0.39791122898034503,0.4337047130486404,0.042579761766489865,0.0353812581465278,0.05027377689160761,0.07559874559603547,0.06585233264934763,0.08537263863615832,0.042579761766489865,0.0353812581465278,0.05027377689160761,0.0330189838295456,0.0201849290848788,0.045534311561939406,0.03301898382954561,0.020184929084878758,0.0455343115619394,fused
pair_seed,sample_weighted,qwen25_0p5b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.32236751548520304,0.3116311080523056,0.3332415691672401,0.0655196145905024,0.060013764624913965,0.07130075705437026,0.03922918100481762,0.034686854783207155,0.04377150722642807,0.5728836889194768,0.5614590502408809,0.5841706813489332,0.3615966964900207,0.35058499655884373,0.37274604267033723,0.3878871300757054,0.37660013764624917,0.399036476256022,0.42711631108052306,0.4158293186510667,0.43854094975911906,0.3878871300757054,0.37660013764624917,0.399036476256022,0.03922918100481765,0.034686854783207155,0.043771507226428086,0.06551961459050237,0.06001376462491398,0.07130075705437028,0.03922918100481765,0.034686854783207155,0.043771507226428086,0.026290433585684725,0.018995182381280062,0.0338609772883689,0.02629043358568478,0.018995182381280104,0.03386097728836889,fused
pair_across_seeds,task_macro,qwen25_0p5b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.32141466310477884,0.299616518254675,0.34446607280361,0.14952748202924362,0.07806118768309524,0.1974943693780892,0.06126893543433092,0.043534721953359924,0.07793777859511916,0.4677889194316466,0.4172653630071281,0.5375430814201091,0.38268359853910977,0.3650818156594009,0.40074884754862095,0.47094214513402244,0.41976218268870896,0.5113243922636485,0.5322110805683533,0.4624569185798908,0.5827346369928719,0.47094214513402244,0.41976218268870896,0.5113243922636485,0.06126893543433087,0.04353472195335995,0.07793777859511919,0.14952748202924354,0.07806118768309521,0.19749436937808926,0.06126893543433087,0.04353472195335995,0.07793777859511919,0.08825854659491267,0.03609144824293106,0.12874807344027597,0.0882585465949127,0.0360914482429311,0.12874807344027597,fused
pair_across_seeds,sample_weighted,qwen25_0p5b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.30488644184445973,0.28800183528332185,0.32333103922918094,0.13136040376233082,0.06648313833448039,0.1715072264280798,0.05671025464556091,0.04005505849965588,0.07061252580867172,0.5070428997476485,0.46506079376003673,0.5705437026841018,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.43624684560679056,0.39063661390227117,0.46822665749025,0.49295710025235145,0.42945629731589813,0.5349392062399633,0.43624684560679056,0.39063661390227117,0.46822665749025,0.0567102546455609,0.04005505849965585,0.07061252580867172,0.13136040376233082,0.06648313833448039,0.1715072264280798,0.0567102546455609,0.04005505849965585,0.07061252580867172,0.07465014911676993,0.027666896077081893,0.10594172975453081,0.07465014911676991,0.0276668960770819,0.10594172975453084,fused
pair_seed_task,single_task,llama32_1b,42,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.3017391304347826,0.2756521739130435,0.32869565217391306,0.24434782608695652,0.22,0.27043478260869563,0.1,0.08347826086956522,0.11739130434782609,0.35391304347826086,0.32608695652173914,0.3808695652173913,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5460869565217391,0.5182608695652173,0.5747826086956522,0.6460869565217391,0.6191304347826087,0.6739130434782609,0.5460869565217391,0.5182608695652173,0.5747826086956522,0.09999999999999998,0.08347826086956522,0.11739130434782608,0.2443478260869565,0.21999999999999997,0.2704347826086956,0.09999999999999998,0.08347826086956522,0.11739130434782608,0.1443478260869565,0.11130434782608695,0.17826086956521736,0.1443478260869565,0.11130434782608695,0.1782608695652174,fused
pair_seed_task,single_task,llama32_1b,42,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.27,0.232,0.31,0.22,0.184,0.256,0.126,0.098,0.156,0.384,0.342,0.426,0.396,0.354,0.44,0.49,0.44799999999999995,0.534,0.616,0.5740000000000001,0.658,0.49,0.44799999999999995,0.534,0.126,0.09799999999999998,0.15599999999999997,0.21999999999999997,0.184,0.256,0.126,0.09799999999999998,0.15599999999999997,0.09399999999999997,0.04199999999999998,0.14400000000000002,0.094,0.04200000000000001,0.14400000000000002,fused
pair_seed_task,single_task,llama32_1b,42,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.25734639358860195,0.24612644701691896,0.26874443455031166,0.18753339269813002,0.1772039180765806,0.19768477292965272,0.09296527159394478,0.08530721282279609,0.1006277827248441,0.46215494211932323,0.4491540516473731,0.47515583259127336,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.44487978628673197,0.4322306322350847,0.45770258236865535,0.5378450578806767,0.5248441674087266,0.5508459483526269,0.44487978628673197,0.4322306322350847,0.45770258236865535,0.09296527159394474,0.08530721282279607,0.10062778272484413,0.18753339269812996,0.17720391807658065,0.1976847729296527,0.09296527159394474,0.08530721282279607,0.10062778272484413,0.09456812110418522,0.08067675868210156,0.1081032947462155,0.09456812110418523,0.08067675868210152,0.1081032947462155,fused
pair_seed,task_macro,llama32_1b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2763618413411282,0.26029934053454123,0.2930849761895543,0.21729373959502885,0.20240427813697778,0.23269696400686565,0.10632175719798159,0.09516045014002347,0.11784500432330583,0.40002266186586133,0.3823613819092235,0.4173473995637978,0.38268359853910977,0.3650818156594009,0.400748847548621,0.493655580936157,0.4758649134693561,0.5120763321589428,0.5999773381341387,0.5826526004362022,0.6176386180907765,0.493655580936157,0.4758649134693561,0.5120763321589428,0.10632175719798165,0.09516045014002347,0.11784500432330586,0.2172937395950289,0.2024042781369777,0.23269696400686565,0.10632175719798165,0.09516045014002347,0.11784500432330586,0.11097198239704725,0.08975771161614202,0.13177783950856278,0.11097198239704725,0.08975771161614203,0.13177783950856273,fused
pair_seed,sample_weighted,llama32_1b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.265244322092223,0.2551961459050241,0.27556779077770127,0.1987611837577426,0.18953888506538197,0.2079834824501032,0.09635237439779766,0.08960770818995181,0.10323468685478321,0.43964211975223677,0.42821748107364077,0.4507914659325533,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4640055058499656,0.4525808671713695,0.4754301445285616,0.5603578802477632,0.5492085340674466,0.5717825189263592,0.4640055058499656,0.4525808671713695,0.4754301445285616,0.09635237439779765,0.08960770818995178,0.10323468685478321,0.1987611837577426,0.18953888506538197,0.20798348245010317,0.09635237439779765,0.08960770818995178,0.10323468685478321,0.10240880935994495,0.09002064693737094,0.11465932553337921,0.10240880935994494,0.09002064693737095,0.11465932553337922,fused
pair_seed_task,single_task,llama32_1b,43,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.3,0.27391304347826084,0.32608695652173914,0.24956521739130436,0.22434782608695653,0.2756521739130435,0.10173913043478261,0.08521739130434783,0.12,0.348695652173913,0.3208695652173913,0.37565217391304345,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5495652173913044,0.5208695652173914,0.5782608695652174,0.6513043478260869,0.6243478260869565,0.6791304347826086,0.5495652173913044,0.5208695652173914,0.5782608695652174,0.10173913043478255,0.0852173913043478,0.12,0.24956521739130433,0.22434782608695658,0.2756521739130434,0.10173913043478255,0.0852173913043478,0.12,0.14782608695652177,0.11391304347826092,0.1808695652173914,0.14782608695652175,0.11391304347826088,0.18086956521739134,fused
pair_seed_task,single_task,llama32_1b,43,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.282,0.244,0.322,0.232,0.196,0.27,0.114,0.088,0.142,0.372,0.33,0.414,0.39599999999999996,0.354,0.44,0.514,0.47000000000000003,0.558,0.628,0.586,0.67,0.514,0.47000000000000003,0.558,0.11399999999999999,0.08799999999999997,0.14200000000000002,0.23200000000000004,0.196,0.27,0.11399999999999999,0.08799999999999997,0.14200000000000002,0.11800000000000005,0.06600000000000006,0.16800000000000004,0.11800000000000001,0.066,0.168,fused
pair_seed_task,single_task,llama32_1b,43,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.24826357969723953,0.23739982190561,0.2594835262689225,0.21157613535173642,0.20089047195013357,0.22226179875333926,0.10204808548530721,0.09421193232413179,0.10988423864648264,0.43811219946571683,0.4251113089937667,0.45111308993766697,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.4598397150489759,0.44701691896705253,0.4730186999109528,0.5618878005342831,0.548886910062333,0.5748886910062333,0.4598397150489759,0.44701691896705253,0.4730186999109528,0.1020480854853072,0.09421193232413183,0.10988423864648267,0.21157613535173636,0.2008904719501336,0.2222617987533393,0.1020480854853072,0.09421193232413183,0.10988423864648267,0.10952804986642917,0.09510240427426536,0.12395369545859303,0.10952804986642921,0.09510240427426538,0.12395369545859304,fused
pair_seed,task_macro,llama32_1b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2767545265657465,0.26086593170467304,0.2935278646740744,0.23104711758101357,0.21583164659878432,0.24653025281660151,0.10592907197336326,0.094955169899467,0.11728164143662807,0.3862692838798766,0.3689936770038845,0.40338782569979476,0.38268359853910977,0.3650818156594009,0.40074884754862106,0.5078016441467601,0.49008238801347315,0.5261283699201156,0.6137307161201233,0.5966121743002051,0.6310063229961155,0.5078016441467601,0.49008238801347315,0.5261283699201156,0.10592907197336321,0.09495516989946698,0.11728164143662806,0.23104711758101354,0.21583164659878426,0.24653025281660157,0.10592907197336321,0.09495516989946698,0.11728164143662806,0.12511804560765033,0.10418626092118675,0.14611525868855427,0.1251180456076503,0.10418626092118678,0.1461152586885542,fused
pair_seed,sample_weighted,llama32_1b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2587749483826566,0.2488644184445974,0.26896077081899517,0.2189951823812801,0.20949759119064004,0.22849277357192016,0.10282174810736405,0.09593943565037852,0.10984170681348931,0.4194081211286992,0.4079800412938747,0.4306951135581555,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4777701307639367,0.46620784583620095,0.4894700619408121,0.5805918788713007,0.5693048864418444,0.5920199587061252,0.4777701307639367,0.46620784583620095,0.4894700619408121,0.102821748107364,0.09593943565037855,0.10984170681348931,0.21899518238128007,0.20949759119064004,0.22849277357192022,0.102821748107364,0.09593943565037855,0.10984170681348931,0.11617343427391608,0.10323468685478321,0.12897453544390913,0.11617343427391605,0.1032346868547832,0.12897453544390913,fused
pair_seed_task,single_task,llama32_1b,44,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.30869565217391304,0.2817391304347826,0.3347826086956522,0.23391304347826086,0.20956521739130435,0.2591304347826087,0.09304347826086956,0.07652173913043478,0.11043478260869566,0.36434782608695654,0.33652173913043476,0.39217391304347826,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5426086956521738,0.5139130434782608,0.5721739130434782,0.6356521739130434,0.6078260869565217,0.6634782608695652,0.5426086956521738,0.5139130434782608,0.5721739130434782,0.09304347826086956,0.07652173913043481,0.11043478260869566,0.2339130434782608,0.2095652173913043,0.2591304347826087,0.09304347826086956,0.07652173913043481,0.11043478260869566,0.14086956521739125,0.10869565217391308,0.17304347826086958,0.1408695652173913,0.10869565217391305,0.17304347826086958,fused
pair_seed_task,single_task,llama32_1b,44,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.274,0.236,0.314,0.248,0.21,0.286,0.122,0.094,0.152,0.356,0.314,0.398,0.396,0.354,0.44,0.522,0.478,0.5640000000000001,0.644,0.602,0.686,0.522,0.478,0.5640000000000001,0.122,0.09399999999999997,0.15200000000000002,0.248,0.21000000000000002,0.28600000000000003,0.122,0.09399999999999997,0.15200000000000002,0.126,0.07200000000000006,0.17800000000000005,0.126,0.07200000000000001,0.178,fused
